state	Year	Quarter	Index	Standard Error
IA	2001	3	138.82
IA	2001	4	140.41
IA	2002	1	142.02
IA	2002	2	142.27
IA	2002	3	143.57
IA	2002	4	145.24
IA	2003	1	145.53
IA	2003	2	146.89
IA	2003	3	148.88
IA	2003	4	151.38
IA	2004	1	152.72
IA	2004	2	153.85
IA	2004	3	155.42
IA	2004	4	157.54
IA	2005	1	160.33
IA	2005	2	161.90
IA	2005	3	164.32
IA	2005	4	166.71
IA	2006	1	167.80
IA	2006	2	167.96
IA	2006	3	169.06
IA	2006	4	171.27
IA	2007	1	172.14
IA	2007	2	173.94
IA	2007	3	174.59
IA	2007	4	175.33
IA	2008	1	176.59
IA	2008	2	176.78
IA	2008	3	175.65
IA	2008	4	176.33
IA	2009	1	178.34
IA	2009	2	177.12
IA	2009	3	175.94
IA	2009	4	176.25
IA	2010	1	174.40
IA	2010	2	175.51
IA	2010	3	176.91
IA	2010	4	177.25
IA	2011	1	176.61
IA	2011	2	175.50
IA	2011	3	177.22
IA	2011	4	178.12
IA	2012	1	178.66
IA	2012	2	179.12
IA	2012	3	180.50
IA	2012	4	181.53
IA	2013	1	181.86
IA	2013	2	183.33
IA	2013	3	183.90
IA	2013	4	184.14
IA	2014	1	184.88
IA	2014	2	185.62
IA	2014	3	188.71
IA	2014	4	189.68
IA	2015	1	190.58
IA	2015	2	193.79
IA	2015	3	194.79
IA	2015	4	199.84
IA	2016	1	198.89
ID	1995	1	100.00
ID	1995	2	103.06
ID	1995	3	104.65
ID	1995	4	107.03
ID	1996	1	107.48
ID	1996	2	107.30
ID	1996	3	110.00
ID	1996	4	109.73
ID	1997	1	110.84
ID	1997	2	110.80
ID	1997	3	113.10
ID	1997	4	114.91
ID	1998	1	116.24
ID	1998	2	116.38
ID	1998	3	117.06
ID	1998	4	117.41
ID	1999	1	117.59
ID	1999	2	118.65
ID	1999	3	117.06
ID	1999	4	116.93
ID	2000	1	119.48
ID	2000	2	118.73
ID	2000	3	118.91
ID	2000	4	121.25
ID	2001	1	123.75
ID	2001	2	125.11
ID	2001	3	124.86
ID	2001	4	126.34
ID	2002	1	127.04
ID	2002	2	127.91
ID	2002	3	129.19
ID	2002	4	131.15
ID	2003	1	131.95
ID	2003	2	133.65
ID	2003	3	134.55
ID	2003	4	137.67
ID	2004	1	139.31
ID	2004	2	143.87
ID	2004	3	148.21
ID	2004	4	152.54
ID	2005	1	155.88
ID	2005	2	160.78
ID	2005	3	169.38
ID	2005	4	174.73
ID	2006	1	178.24
ID	2006	2	185.56
ID	2006	3	190.87
ID	2006	4	195.37
ID	2007	1	198.43
ID	2007	2	200.85
ID	2007	3	202.40
ID	2007	4	202.94
ID	2008	1	204.92
ID	2008	2	201.17
ID	2008	3	199.12
ID	2008	4	197.43
ID	2009	1	200.08
ID	2009	2	195.31
ID	2009	3	188.22
ID	2009	4	186.52
ID	2010	1	180.07
ID	2010	2	177.17
ID	2010	3	177.24
ID	2010	4	173.26
ID	2011	1	166.37
ID	2011	2	160.93
ID	2011	3	163.32
ID	2011	4	165.74
ID	2012	1	161.18
ID	2012	2	161.60
ID	2012	3	166.12
ID	2012	4	165.71
ID	2013	1	165.88
ID	2013	2	165.19
ID	2013	3	169.38
ID	2013	4	169.72
ID	2014	1	170.84
ID	2014	2	171.72
ID	2014	3	172.05
ID	2014	4	174.85
ID	2015	1	180.77
ID	2015	2	181.18
ID	2015	3	186.58
ID	2015	4	185.89
ID	2016	1	187.43
IL	1995	1	100.00
IL	1995	2	101.38
IL	1995	3	102.89
IL	1995	4	103.92
IL	1996	1	105.14
IL	1996	2	106.89
IL	1996	3	107.93
IL	1996	4	108.82
IL	1997	1	108.97
IL	1997	2	110.30
IL	1997	3	111.44
IL	1997	4	112.44
IL	1998	1	112.98
IL	1998	2	114.15
IL	1998	3	115.06
IL	1998	4	116.37
IL	1999	1	117.09
IL	1999	2	117.80
IL	1999	3	117.18
IL	1999	4	117.62
IL	2000	1	118.77
IL	2000	2	120.11
IL	2000	3	120.77
IL	2000	4	121.75
IL	2001	1	123.43
IL	2001	2	125.06
IL	2001	3	125.77
IL	2001	4	126.38
IL	2002	1	127.45
IL	2002	2	128.46
IL	2002	3	129.13
IL	2002	4	130.42
